titre	auteur	date	description	technique	lien	institution	ville	num_inventaire	image_urls	id	mus_id	artistmakerperson	artistmakerorganisations	localisation	system_id	object_id	filenames
Plat à décor rayonnant	Parvillée Léon (1830-1885)			earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/94-055756	musée national adrien dubouché	Limoges	ADL7549	['https://images.grandpalaisrmn.fr/thumb.php/00789562.jpg?ID=829276']	ADL7549				Limoges, musée national Adrien Dubouché	94-055756	MNAD_ADL7549	['MNAD_ADL7549_01.jpg']
Carreau				fine earthenware, fine earthenware	https://images.grandpalaisrmn.fr/ark:/36255/13-556596	musée national adrien dubouché	Limoges	ADL7566	['https://images.grandpalaisrmn.fr/thumb.php/01203576.jpg?ID=1565512']	ADL7566				Limoges, musée national Adrien Dubouché	13-556596	MNAD_ADL7566	['MNAD_ADL7566_01.jpg']
Vase à panse aplatie				earthenware, earthenware	['https://images.grandpalaisrmn.fr/ark:/36255/10-505650', 'https://images.grandpalaisrmn.fr/ark:/36255/10-505651']	musée national adrien dubouché	Limoges	ADL7572	['https://images.grandpalaisrmn.fr/thumb.php/00453029.jpg?ID=340166', 'https://images.grandpalaisrmn.fr/thumb.php/01339519.jpg?ID=344022']	ADL7572				Limoges, musée national Adrien Dubouché	['10-505650', '10-505651']	MNAD_ADL7572	['MNAD_ADL7572_01.jpg', 'MNAD_ADL7572_02.jpg']
Carreau de pavement				earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/22-516810	victoria and albert museum	 Londres	C.202-1976	['https://images.grandpalaisrmn.fr/thumb.php/00854485.jpg?ID=2111745']	C.202-1976				 Londres, Victoria and Albert Museum	22-516810	VA_C--202-1976	['VA_C--202-1976_01.jpg']
Plat	Deck Théodore (1823-1891)			earthenware,glazed decoration, earthenware, glazed decoration	https://images.grandpalaisrmn.fr/ark:/36255/22-531960	musée d'orsay	Paris	DO1986-85	['https://images.grandpalaisrmn.fr/thumb.php/01463053.jpg?ID=2108856']	DO1986-85				Paris, musée d'Orsay	22-531960	MO_DO1986-85	['MO_DO1986-85_01.jpg']
Plat	Deck Théodore (1823-1891)	1865		earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612662	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF 4239	['https://images.grandpalaisrmn.fr/thumb.php/00660608.jpg?ID=691908']	GF 4239				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612662	CB_GF__4239	['CB_GF__4239_01.jpg']
Assiette	Deck Théodore (1823-1891)				https://images.grandpalaisrmn.fr/ark:/36255/15-612640	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4218	['https://images.grandpalaisrmn.fr/thumb.php/00536898.jpg?ID=449757']	GF4218				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612640	CB_GF4218	['CB_GF4218_01.jpg']
Assiette	Deck Théodore (1823-1891)			earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612646	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4226	['https://images.grandpalaisrmn.fr/thumb.php/01146562.jpg?ID=448455']	GF4226				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612646	CB_GF4226	['CB_GF4226_01.jpg']
Assiette	Deck Théodore (1823-1891)			earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612647	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4227	['https://images.grandpalaisrmn.fr/thumb.php/00870758.jpg?ID=973180']	GF4227				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612647	CB_GF4227	['CB_GF4227_01.jpg']
Plat	Deck Théodore (1823-1891)			earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612652	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4232	['https://images.grandpalaisrmn.fr/thumb.php/01411416.jpg?ID=555473']	GF4232				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612652	CB_GF4232	['CB_GF4232_01.jpg']
Vase bouteille sur piédouche	Deck Théodore (1823-1891)			fine earthenware,earthenware, fine earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612660	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4237	['https://images.grandpalaisrmn.fr/thumb.php/01481000.jpg?ID=2111733']	GF4237				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612660	CB_GF4237	['CB_GF4237_01.jpg']
Plat	Deck Théodore (1823-1891)	1865			https://images.grandpalaisrmn.fr/ark:/36255/15-612661	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4238	['https://images.grandpalaisrmn.fr/thumb.php/01069103.jpg?ID=507725']	GF4238				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612661	CB_GF4238	['CB_GF4238_01.jpg']
Plat	Deck Théodore (1823-1891)			earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612665	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4242	['https://images.grandpalaisrmn.fr/thumb.php/00116520.jpg?ID=2111718']	GF4242				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612665	CB_GF4242	['CB_GF4242_01.jpg']
Plat	Deck Théodore (1823-1891)			earthenware,fine earthenware, earthenware, fine earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612666	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4243	['https://images.grandpalaisrmn.fr/thumb.php/00966801.jpg?ID=2111727']	GF4243				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612666	CB_GF4243	['CB_GF4243_01.jpg']
Cache-pot	Deck Théodore (1823-1891)	1865		earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612678	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4256	['https://images.grandpalaisrmn.fr/thumb.php/01487243.jpg?ID=776870']	GF4256				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612678	CB_GF4256	['CB_GF4256_01.jpg']
Cache-pot	Deck Théodore (1823-1891)	1865		earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612679	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4257	['https://images.grandpalaisrmn.fr/thumb.php/00236907.jpg?ID=662458']	GF4257				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612679	CB_GF4257	['CB_GF4257_01.jpg']
Bonbonnière	Deck Théodore (1823-1891)	1867		earthenware,fine earthenware, earthenware, fine earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612680	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4258	['https://images.grandpalaisrmn.fr/thumb.php/00077696.jpg?ID=326094']	GF4258				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612680	CB_GF4258	['CB_GF4258_01.jpg']
Carreau de revêtement	Deck Théodore (1823-1891)			earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612694	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4273	['https://images.grandpalaisrmn.fr/thumb.php/00161253.jpg?ID=442913']	GF4273				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612694	CB_GF4273	['CB_GF4273_01.jpg']
Carreau de revêtement	Deck Théodore (1823-1891)			earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/15-612695	château borély, musée des arts décoratifs, de la faïence et de la mode	Marseille	GF4274	['https://images.grandpalaisrmn.fr/thumb.php/00495385.jpg?ID=985499']	GF4274				Marseille, château Borély, musée des Arts décoratifs, de la Faïence et de la Mode	15-612695	CB_GF4274	['CB_GF4274_01.jpg']
Carreau pseudo-ottoman	Morgan William Frend de (1839-1917)				https://images.grandpalaisrmn.fr/ark:/36255/07-502890	musée du louvre	Paris	MAO2002	['https://images.grandpalaisrmn.fr/thumb.php/01508209.jpg?ID=412846']	MAO2002				Paris, musée du Louvre	07-502890	ML_MAO2002	['ML_MAO2002_01.jpg']
Plat	Lachenal Edmond (1855-1930)			ceramic (material), ceramic (material)	https://images.grandpalaisrmn.fr/ark:/36255/16-577787	musée du louvre	Paris	MAO862	['https://images.grandpalaisrmn.fr/thumb.php/01183672.jpg?ID=473549']	MAO862				Paris, musée du Louvre	16-577787	ML_MAO862	['ML_MAO862_01.jpg']
Plat aux fleurs composites	Lachenal Edmond (1855-1930)	1895		siliceous ceramics, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/05-517863	musée du louvre	Paris	MAO863	['https://images.grandpalaisrmn.fr/thumb.php/01511240.jpg?ID=621794']	MAO863				Paris, musée du Louvre	05-517863	ML_MAO863	['ML_MAO863_01.jpg']
Vase à long col dans le style d'Iznik	Deck Théodore (1823-1891)			earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/10-545609	manufacture et musée nationaux	Sèvres	MNC12850	['https://images.grandpalaisrmn.fr/thumb.php/01307245.jpg?ID=675469']	MNC12850				Sèvres, Manufacture et musée nationaux	10-545609	MMNS_MNC12850	['MMNS_MNC12850_01.jpg']
Vase	Collinot Eugène Victor (1824-1889)			earthenware,200011, earthenware, 200011	https://images.grandpalaisrmn.fr/ark:/36255/13-547914	manufacture et musée nationaux	Sèvres	MNC6654-B	['https://images.grandpalaisrmn.fr/thumb.php/01198900.jpg?ID=690003']	MNC6654-B				Sèvres, Manufacture et musée nationaux	13-547914	MMNS_MNC6654-B	['MMNS_MNC6654-B_01.jpg']
Vase ou pot dans le style d'Iznik	Deck Théodore (1823-1891)			earthenware, earthenware	['https://images.grandpalaisrmn.fr/ark:/36255/10-545668', 'https://images.grandpalaisrmn.fr/ark:/36255/10-545667', 'https://images.grandpalaisrmn.fr/ark:/36255/10-545666']	manufacture et musée nationaux	Sèvres	MNC8417	['https://images.grandpalaisrmn.fr/thumb.php/00176457.jpg?ID=1308863', 'https://images.grandpalaisrmn.fr/thumb.php/00850681.jpg?ID=262646', 'https://images.grandpalaisrmn.fr/thumb.php/01152364.jpg?ID=684195']	MNC8417				Sèvres, Manufacture et musée nationaux	['10-545668', '10-545667', '10-545666']	MMNS_MNC8417	['MMNS_MNC8417_01.jpg', 'MMNS_MNC8417_02.jpg', 'MMNS_MNC8417_03.jpg']
Vase dit de l'Alhambra	Deck Théodore (1823-1891)	1890		earthenware, earthenware	https://images.grandpalaisrmn.fr/ark:/36255/05-520991	manufacture et musée nationaux	Sèvres	MNC9069	['https://images.grandpalaisrmn.fr/thumb.php/01305461.jpg?ID=416776']	MNC9069				Sèvres, Manufacture et musée nationaux	05-520991	MMNS_MNC9069	['MMNS_MNC9069_01.jpg']
